Airline,Flight_Number,Route,Departure_Airport,Arrival_Airport,Departure_Time,Arrival_Time,Delay_Minutes,Cancelled,Cancellation_Reason,Ticket_Price,Passenger_Count,Aircraft_Type,Distance_km,On_Time_Percent,Class,Loyalty_Member,Baggage_Allowance,Fuel_Surcharge,Gate,Terminal,Crew_Size
American Airlines,5827,LAX-CDG,ORD,LOS,2021-05-06 09:05,2021-05-06 13:49,10,NO,,148.37,261,A350,7726,96.71,Business,Yes,1pc,38.36,,T2,15
Emirates,1633,IST-LOS,IST,LOS,2023-11-10 16:05,2023-11-10 23:29,25,No,,344.86,193,B777,6476,93.78,First,,20kg,26.22,V29,T1,11
Kenya Airways,3437,LOS-FRA,,,2020-01-11 01:59,2020-01-11 09:15,41,No,,82.32,296,A350,5231,52.91,Economy,No,2pc,,O25,T2,15
Kenya Airways,4754,LOS-SIN,NBO,FRA,2022-03-29 07:42,2022-03-29 13:24,-30,No,,601.15,236,CRJ900,12114,93.19,First,Yes,No,24.41,N14,T2,15
South African Airways,3059,ATL-IST,ORD,FRA,2024-04-04 06:24,2024-04-04 17:56,63,No,,213.32,128,B737,5383,100,Business,Yes,1pc,17.02,P36,T1,10
Emirates,2857,IST-LAX,ATL,NBO,2021-07-09 01:14,2021-07-09 12:41,84,No,,358.35,246,A350,8777,70.49,Business,Yes,No,37.85,E34,T1,6
Singapore Airlines,8435,FRA-JFK,CDG,IST,2024-04-26 07:29,2024-04-26 12:47,61,No,,121.2,213,A350,11241,89.12,First,Yes,20kg,39.67,O8,T1,16
Kenya Airways,4569,ORD-JFK,CDG,DXB,2020-11-26 14:33,2020-11-26 21:31,-34,No,,209.76,92,CRJ900,1113,93.27,First,Yes,1pc,26.13,O7,T3,
KLM,9328,,ORD,FRA,2025-04-26 17:45,2025-04-27 02:20,-63,No,,235.57,110,A350,9041,99.15,Business,Yes,20kg,-,M32,T2,9
Singapore Airlines,9695,IST-DXB,JFK,SIN,2022-07-16 05:39,2022-07-16 13:29,43,No,,,240,B737,4999,82.67,Economy,Yes,No,23.02,T32,T3,10
American Airlines,3579,LOS-IST,IST,NBO,2025-06-08 03:31,2025-06-08 15:19,-15,No,,,12,A350,3297,74.06,Business,No,1pc,25.5,B35,,19
Emirates,9660,ATL-LAX,LOS,AMS,2024-04-26 06:05,2024-04-26 12:22,26,No,,532.85,107,A350,1531,78.18,First,Yes,20kg,22.65,Y24,T3,15
British Airways,167,CDG-JFK,LOS,ORD,2025-03-07 00:06,2025-03-07 04:50,76,No,,582.08,284,A380,13133,97.19,Economy,No,1pc,28.45,Y24,-,5
Singapore Airlines,8718,IST-DOH,LAX,JFK,2021-09-09 23:53,2021-09-10 04:46,-11,No,,117.69,176,B777,10330,100,First,Yes,2pc,37.86,F29,T3,11
Ethiopian Airlines,9451,SIN-NBO,NBO,LOS,2021-04-19 20:31,2021-04-20 03:44,,,,226.93,142,B777,6987,100,First,Yes,2pc,36.83,P8,,4
Ethiopian Airlines,3058,ATL-CDG,IST,LHR,2023-03-07 17:02,2023-03-08 04:09,0,No,,646.89,240,B777,10595,,Business,Yes,23kg,21.61,F50,T2,16
South African Airways,6922,DOH-CDG,NBO,LOS,2021-05-16 21:58,2021-05-17 06:49,26,No,,87.05,286,B737,5411,95.58,Economy,,1pc,31.52,A48,,4
KLM,1358,NBO-LOS,FRA,LAX,2024-08-02 19:00,2024-08-02 23:52,-36,No,,589.66,227,A380,2863,90.89,Economy,No,20kg,36.46,L33,,11
Kenya Airways,4133,-,IST,LHR,2024-07-05 18:02,2024-07-05 20:54,-15,No,,346.43,94,B737,12088,94.06,Business,No,23kg,20.6,B8,,7
Singapore Airlines,8261,DXB-LHR,LOS,NBO,2020-01-02 18:38,2020-01-03 03:54,15,No,,337.78,211,A380,1303,47.99,First,No,20kg,31.41,R49,T3,16
American Airlines,1645,JFK-LHR,JFK,FRA,2025-02-03 20:32,2025-02-04 04:53,2,No,,363.9,269,A380,11574,82.63,First,No,No,,U7,,15
-,5484,IST-ORD,,,2022-10-04 02:49,2022-10-04 13:12,,No,,418.51,,A320,7524,100,Economy,Yes,No,27.55,T4,T3,20
Kenya Airways,525,AMS-DXB,IST,FRA,2024-02-27 01:04,2024-02-27 06:31,125,No,,158.87,292,B777,13917,80.17,Business,Yes,1pc,9.82,O9,,4
United Airlines,4757,DXB-IST,LOS,LOS,2020-03-01 12:17,2020-03-01 21:46,18.0,No,,297.92,96,B737,9446,84.13,Economy,No,No,4.83,X40,T4,5
Delta Air Lines,2098,LHR-LOS,SIN,AMS,2020-12-13 13:27,2020-12-13 20:52,-18,No,,424.12,62,B737,12259,100,Economy,Yes,,33.11,O30,T2,18
Air France,6558,IST-ATL,SIN,CDG,2023-02-01 17:48,2023-02-02 01:14,71,No,,38.538,79,CRJ900,794,85.67,Business,Yes,1pc,31.07,N42,T1,15
Ethiopian Airlines,6220,ATL-CDG,LOS,LOS,2022-08-13 09:54,2022-08-13 12:46,-48,No,,419.85,91,B777,10688,82.05,Business,Yes,20kg,31.88,P41,T2,15
Qatar Airways,9772,LAX-LOS,LOS,LOS,2022-01-13 22:51,2022-01-14 10:03,-40,No,,206.26,292,B777,13112,74.63,Business,Yes,2pc,34.89,X16,T2,18
Delta Air Lines,1837,LAX-LOS,LHR,LOS,2020-06-28 23:12,2020-06-29 10:36,-8,No,,476.46,143,A380,653,100,First,Yes,23kg,-,B21,T4,4
American Airlines,5400,DXB-JFK,LAX,DOH,2022-01-18 08:41,2022-01-18 11:01,3,No,,375.3,46,A350,14282,80.28,Economy,No,23kg,21.93,J1,T2,11
American Airlines,2619,NBO-LOS,ORD,LOS,2024-10-28 17:11,2024-10-28 20:03,-9,No,,33.86,89,A320,5463,68.85,First,Yes,23kg,34.23,X3,T3,14
Delta Air Lines,573,JFK-LHR,ORD,SIN,2020-09-01 16:33,2020-09-01 17:34,13,No,,243.73,114,B777,3373,61.68,Business,Yes,No,37.36,T25,,13
United Airlines,1428,,DOH,SIN,2020-09-23 02:47,2020-09-23 14:28,25,No,,170.9,71,CRJ900,11066,100,Business,No,1pc,27.43,W13,T4,6
South African Airways,7640,LHR-ORD,SIN,NBO,2024-02-18 22:04,2024-02-19 02:43,57,No,,168.32,261,A320,1261,92.19,Business,Yes,1pc,15.68,I48,T4,12
Lufthansa,7961,JFK-IST,NBO,SIN,2020-08-03 00:51,2020-08-03 11:16,,No,,254.7,0,A320,,90.74,Economy,No,2pc,33.4,G45,T1,8
British Airways,7539,LAX-NBO,SIN,DXB,2024-07-13 01:27,2024-07-13 06:11,-7,No,,472.69,200,A350,7079,79.87,Business,No,23kg,30.51,R50,,20
American Airlines,4512,LOS-AMS,SIN,CDG,2021-01-25 17:23,2021-01-26 00:47,,No,,224.64,94,A350,525,92.47,Economy,No,23kg,19.42,D3,,15
Turkish Airlines,9835,IST-DOH,ATL,AMS,2021-02-02 21:33,2021-02-03 05:15,55,No,,395.01,178,A320,6270,100,First,No,2pc,10.16,O45,,11
Singapore Airlines,195,NBO-JFK,AMS,CDG,,2025-08-12 06:12,-17,No,,362.23,123.0,B737,5419,86.74,Business,No,2pc,35.71,C22,T1,16
Emirates,5497,FRA-ATL,LAX,LOS,2024-01-16 15:37,2024-01-16 18:46,-50,No,,194.19,296,A380,11618,95.06,Business,No,20kg,23.83,A28,T3,5
Lufthansa,818,DOH-AMS,LAX,ATL,2024-09-04 04:19,2024-09-04 06:11,,No,,281.04,128,B737,14059,81.57,Business,No,23kg,31.87,R30,T4,10
KLM,7523,,IST,LHR,2021-05-28 00:45,2021-05-28 08:40,63,No,,522.97,48,B777,8229,100,Economy,No,23kg,31.5,C47,T2,5
-,5423,CDG-IST,DXB,DOH,2022-04-03 12:03,2022-04-03 17:09,60,No,,379.96,256,CRJ900,5101,100,Business,Yes,1pc,-,W40,T1,13
AIR FRANCE,9425,CDG-NBO,LHR,DOH,2024-06-27 10:12,2024-06-27 18:30,-16,No,,459.77,184,B737,1217,,Economy,No,23kg,34.18,J39,T2,4
Kenya Airways,2218,LOS-LAX,ATL,,2025-02-27 14:55,2025-02-27 19:17,0,No,,604.5,140,A380,2492,55.91,Business,Yes,20kg,21.4,G5,T1,13
KLM,3563,IST-JFK,FRA,AMS,2023-08-07 15:27,2023-08-07 19:30,,No,,436.99,174,B777,10492,62.67,Economy,No,2pc,15.05,K38,T2,13
KLM,897,LAX-DXB,CDG,AMS,2021-10-20 00:49,2021-10-20 03:51,28.0,Yes,,34.14,188,CRJ900,13303,91.08,First,No,No,13.77,O16,T3,13
Qatar Airways,4735,AMS-ORD,FRA,DXB,2024-08-02 12:49,2024-08-02 20:29,84,No,,404.12,142,A380,8908,74.17,First,,23kg,29.97,T42,,11
Delta Air Lines,5394,LOS-AMS,AMS,AMS,2021-09-16 22:54,2021-09-17 04:47,43,No,,226.38,32,A380,12528,100,First,Yes,,45.94,D16,,11
KLM,1009,FRA-LAX,JFK,CDG,2022-08-26 11:15,2022-08-26 16:54,56,No,,712.06,276,,5147,82.38,Business,No,20kg,30.41,U19,T2,13
Kenya Airways,1258,ORD-SNI,JFK,JFK,2023-05-24 15:01,2023-05-25 02:10,47,No,,429.85,84,B737,5705,98.76,First,Yes,No,47.83,X41,T2,19
American Airlines,9064,IST-AMS,CDG,LOS,2025-09-17 20:36,2025-09-18 00:53,14,No,,230.51,162,A380,10377,71.15,First,Yes,23kg,44.49,D4,T4,10
British Airways,,FRA-JFK,JFK,CDG,2025-07-12 02:25,2025-07-12 11:55,58,No,,463.3,275,B737,6218,73.15,Business,Yes,No,35.16,P30,T2,5
Delta Air Lines,6348,SIN-JFK,LAX,AMS,2023-03-06 04:15,2023-03-06 07:38,44,No,,368.16,271,B737,9010,58.86,Economy,Yes,No,45.74,B12,T3,19
Kenya Airways,1616,NBO-LOS,DXB,FRA,2023-09-23 03:06,2023-09-23 14:14,72,No,,6.41,122,A380,12693,93.44,Economy,No,20kg,44.61,,T1,11
Ethiopian Airlines,6634,ORD-FRA,FRA,ORD,2024-05-27 01:15,2024-05-27 05:35,-3,No,,522.61,43,CRJ900,7438,66.31,Business,No,23kg,41.79,D41,T4,12
Turkish Airlines,4280,CDG-LOS,LOS,SIN,2023-11-03 17:14,2023-11-03 20:17,-54,No,,268.89,133,A380,7137,82.4,Business,No,20kg,11.16,N34,,-
American Airlines,3016,LOS-FAR,DXB,ORD,2021-01-10 22:43,2021-01-11 02:49,56,No,,634.12,1,A380,9591,88.87,Business,No,1pc,27.63,L48,T3,14
South African Airways,4033,CDG-DOH,FRA,NBO,2022-02-09 05:10,2022-02-09 11:35,28,No,,325.11,26,B777,5459,84.95,Business,Yes,20kg,23.06,A16,T2,16
Ethiopian Airlines,6635,LOS-ATL,IST,ORD,2021-11-29 02:38,2021-11-29 11:21,3,No,,637.86,118,B737,6333,64.53,Business,No,20kg,41.71,Y39,T3,13
Turkish Airlines,1561,LHR-FRA,LAX,LOS,2020-07-17 22:07,2020-07-18 04:55,5,No,,434.98,177,B737,9461,91.98,Economy,No,23kg,26.93,T49,T4,10
Delta Air Lines,436,ATL-LAX,FRA,JFK,2022-11-16 09:29,2022-11-16 21:28,117,No,,544.82,205,A350,14469,91.22,Economy,No,2pc,47.52,T37,T1,
Ethiopian Airlines,3511,DXB-SIN,LOS,LOS,2020-03-06 08:25,2020-03-06 16:07,-10,No,,251.64,115,,13962,100,Business,No,,31.02,A21,T2,15
Singapore Airlines,2769,DXB-JFK,,NBO,2025-01-01 19:28,2025-01-02 02:13,-19,No,,420.6,14,A350,1741,92.21,First,Yes,No,29.72,U7,T2,13
American Airlines,6465,ATL-LOS,AMS,LHR,2024-09-16 23:22,2024-09-17 08:52,18,,,4.75,103,B777,10692,86.03,Business,Yes,20kg,26.21,B39,T1,7
Qatar Airways,6692,CDG-LHR,DXB,ORD,2021-12-15 22:35,2021-12-16 02:01,62,No,,324.59,81,CRJ900,2994,100,First,Yes,1pc,28.15,O4,T4,6
British Airways,4768,SIN-LAX,JFK,LAX,2025-01-02 05:16,2025-01-02 08:43,106,No,,53.09,258,A380,7011,100,First,Yes,No,32.69,P45,T1,17
American Airlines,2625,LAX-LOS,LHR,ATL,2021-11-15 04:35,2021-11-15 13:43,41,No,,121.4,77,CRJ900,8651,100,Business,Yes,20kg,29.34,V30,,20
Lufthansa,2075,FRA-IST,LAX,LOS,2020-01-23 08:11,2020-01-23 19:50,-35,No,,171.84,220,B777,1682,98.77,Business,Yes,1pc,25.35,W6,T3,14
South African Airways,4991,LOS-AMS,JFK,ATL,2020-08-08 13:37,2020-08-08 23:47,93,No,,482.08,243,B737,3921,68.68,Economy,No,2pc,25.94,D24,T2,5
Kenya Airways,8142,NBO-LHR,AMS,LAX,2025-05-14 18:26,2025-05-15 01:03,14,No,,320.53,97,A380,769,100,First,Yes,No,48.21,H46,T1,7
Lufthansa,7183,NBO-IST,SIN,-,2020-07-01 21:56,2020-07-02 09:36,-18,No,,356.29,167,B777,8326,78.16,First,Yes,2pc,49.98,A13,T3,19
Turkish Airlines,5180,DOH-ATL,NBO,IST,2021-12-12 07:08,2021-12-12 16:00,-28,Yes,,315.08,155,B777,8693,76.81,Economy,Yes,20kg,25.29,A27,T2,13
American Airlines,9987,IST-FRA,IST,JFK,2020-07-28 09:43,2020-07-28 13:13,,No,,566.14,4,A320,4161,53.21,First,No,1pc,38.49,G42,T2,4
Lufthansa,2251,AMS-LOS,LHR,IST,2020-04-07 14:19,2020-04-07 22:13,48,No,,350.81,157,A320,7589,74.42,Economy,Yes,2pc,21.72,C5,T2,14
South African Airways,5982,DOH-LOS,AMS,LOS,2022-10-23 14:32,2022-10-23 20:29,24,No,,399.77,228,B737,14401,75.68,Business,No,23kg,26.73,F26,T2,19
Air France,1674,LAX-DXB,NBO,LOS,2020-08-08 03:30,2020-08-08 14:40,28,No,,235.95,296,A350,3635,84.48,First,No,23kg,19.12,Z10,,20
KLM,6120,LOS-DXB,DXB,DOH,2024-05-16 10:15,2024-05-16 15:37,66,No,,579.88,279,B777,,89.99,First,No,23kg,-,K13,,16
KLM,8499,FRA-IST,DOH,LAX,2022-01-09 10:54,2022-01-09 14:17,-17,No,,594.88,194,A350,13000,77.22,Business,Yes,20kg,34.85,K35,,6
Singapore Airlines,3374,DOH-JFK,LOS,NBO,2022-05-15 04:46,2022-05-15 11:31,69,No,,342.62,184,B777,8723,71.27,Economy,Yes,No,36.75,G3,T4,20
Kenya Airways,8121,ORD-CDG,LAX,SIN,2025-09-09 10:35,2025-09-09 21:58,-5,No,,233.14,226,A350,11585,87.44,First,Yes,1pc,38.88,O34,T1,17
Delta Air Lines,7398,DXB-AMS,LHR,LHR,2024-02-17 03:07,2024-02-17 13:38,101,No,,26.8,51,CRJ900,11501,70.62,Business,No,2pc,21.3,H35,T3,10
Air France,6458,JFK-FRA,DOH,JFK,2021-10-27 14:39,2021-10-27 15:40,38,No,,176.28,218,A380,4161,46.75,Economy,Yes,No,26.76,M19,T3,17
United Airlines,7905,ORD-LOS,NBO,DXB,2024-08-02 08:11,2024-08-02 14:14,-21,No,,,257,,5910,88.94,Business,No,2pc,34.45,E14,,13
British Airways,4498,NBO-FRA,IST,LOS,2021-02-15 01:53,2021-02-15 07:06,-66,No,,167.87,299,A380,9727,88.51,,Yes,2pc,26.54,R49,,20
Emirates,,IST-DXB,ORD,FRA,2024-11-09 04:03,2024-11-09 15:54,,No,,421.39,223,A350,5230,-,Economy,Yes,No,30.69,A7,T1,10
United Airlines,9935,DOH-CDG,ATL,IST,2024-11-25 05:27,2024-11-25 13:59,47,No,,339.92,71,B737,1987,87.99,Business,Yes,No,22,C15,T3,16
Ethiopian Airlines,7031,ORD-AMS,SIN,LAX,2024-01-08 12:54,2024-01-08 14:30,0,No,,814.65,-,B777,3002,71.65,Business,Yes,1pc,43.3,H37,,9
KLM,1578,SIN-ORD,ORD,NBO,2022-01-24 23:11,2022-01-25 02:50,8,No,,275.79,99,CRJ900,12268,88.69,Economy,No,1pc,39.39,B24,T2,9
SOUTH AFRICAN AIWRAYS,7022,FRA-ATL,NBO,LHR,2024-01-09 11:25,2024-01-09 12:33,45,No,,260.17,75,A320,4065,87.16,Business,Yes,23kg,42.37,C47,T3,20
South African Airways,6133,DXB-SIN,AMS,NBO,2023-06-18 16:35,2023-06-18 21:27,55,No,,562.55,187,CRJ900,12732,93.74,,Yes,1pc,36.59,G47,T2,4
Singapore Airlines,3153,ATL-CDG,LOS,AMS,2021-08-14 13:59,2021-08-14 16:37,63,No,,35.39,30,A350,12382,82.66,Economy,No,2pc,19.06,Y39,,11
British Airways,7212,LOS-AMS,LOS,DOH,2020-10-20 01:26,2020-10-20 13:24,,No,,53.65,268,A380,4487,97.55,Business,Yes,1pc,25.2,-,T1,13
,7079,DXB-FRA,LOS,LOS,2020-10-28 03:41,2020-10-28 08:08,-31,No,,482.77,213,B737,5570,100,Economy,Yes,-,22.98,X10,T1,7
Kenya Airways,1622,ORD-IST,SIN,LAX,2025-08-09 09:18,2025-08-09 12:28,72,No,,310.92,88,B777,9751,83.28,First,Yes,No,27.43,Q13,,11
United Airlines,762,ORD-DOH,ORD,IST,2023-09-01 05:30,2023-09-01 13:13,-8,No,,315.5,,B737,11944,60.31,First,No,23kg,,G16,T1,19
Lufthansa,8510,DXB-AMS,ATL,LOS,2023-01-05 18:20,2023-01-05 21:51,-75,No,,162.57,,B777,3025,94.35,Economy,No,No,15.27,J11,T3,7
Kenya Airways,5699,SIN-ATL,DOH,LOS,2023-08-09 00:18,2023-08-09 02:11,-32,No,,397.95,274,B737,3506,100,Business,No,1pc,24.16,,T3,14
South African Airways,7694,JFK-DXB,CDG,,2023-07-01 06:00,2023-07-01 08:59,23,No,,188.4,160,CRJ900,3090,61.27,Economy,No,1pc,26.06,C29,T4,11
Singapore Airlines,3773,DXB-LOS,LOS,,2023-12-21 23:52,2023-12-22 11:19,-24,No,,364.55,197,A350,13485,89.32,First,Yes,2pc,16.86,N7,,12
Ethiopian Airlines,2640,NBO-LHR,LAX,NBO,2020-06-17 07:17,2020-06-17 18:03,11,No,,118.3,149,A320,6258,75.83,Economy,Yes,23kg,32.05,M33,T4,18
Kenya Airways,8215,ORD-LOS,DOH,IST,2025-09-23 01:41,2025-09-23 13:05,,No,,313.52,107,CRJ900,11554,100,First,Yes,2pc,26.58,L37,T3,15
Qatar Airways,8738,,DOH,,2025-07-23 05:10,2025-07-23 13:09,28,No,,754.97,152,B777,8659,89.85,Economy,Yes,23kg,41.12,N34,T1,17
Delta Air Lines,8696,DXB-NBO,SIN,JFK,2025-06-30 14:39,2025-06-30 22:40,7,No,,265.01,224,A320,1114,68.99,Economy,No,23kg,27.25,Y32,T3,4
British Airways,1475,JFK-LAX,LOS,LHR,2020-11-01 18:34,2020-11-01 21:17,-4,No,,-,197,A320,12473,88.04,Economy,Yes,23kg,34.59,F1,,4
,4862,LOS-SIN,LOS,IST,2020-07-07 07:36,2020-07-07 12:49,-35,No,,309.5,25,CRJ900,3167,87.85,First,Yes,20kg,,F19,T2,7
British Airways,7771,CDG-LOS,DOH,LAX,2023-06-04 21:37,2023-06-05 02:23,15,No,,384.91,268,A320,4934,100,Economy,Yes,20kg,5.18,X11,T4,16
United Airlines,7265,,CDG,LHR,2022-11-20 04:14,2022-11-20 07:05,-67,No,,443.63,275,B737,5893,78.19,,Yes,23kg,15.65,T38,T1,15
American Airlines,1397,LHR-ATL,IST,JFK,2020-12-05 11:41,2020-12-05 21:10,-12,No,,401.45,89,B777,5430,100,-,Yes,20kg,33.84,J37,,15
Delta Air Lines,7925,ORD-ATL,ATL,JFK,2022-02-11 13:09,2022-02-11 22:01,-22,No,,405.86,107,B777,13908,73.2,First,Yes,1pc,33.38,G40,T4,8
Delta Air Lines,5021,AMS-LOS,IST,SIN,2021-08-18 05:59,2021-08-18 08:37,5,No,,313.83,10,A350,8391,86.96,Economy,Yes,2pc,29.31,H22,,20
Turkish Airlines,2534,LOS-LAX,AMS,LAX,2021-08-13 23:00,2021-08-14 02:32,6,No,,370.06,295,B777,1470,85.63,First,No,20kg,43.3,Z31,T4,17
Turkish Airlines,2193,JFK-AMS,AMS,LOS,2024-07-24 04:21,2024-07-24 10:58,53,No,,307.21,87,CRJ900,1865,78.41,Economy,No,2pc,35.1,G6,T1,10
KLM,5021,ATL-DXB,JFK,LAX,2023-10-25 19:03,2023-10-25 22:45,,No,,12.47,185,A320,12747,84.37,Economy,Yes,2pc,45.7,Q11,,5
British Airways,4173,AMS-IST,FRA,ORD,2021-03-11 12:44,2021-03-11 16:24,78,No,,876.12,,A380,6478,64.22,Economy,Yes,23kg,5.4,L26,T2,18
British Airways,8670,JFK-LOS,NBO,LHR,2023-08-03 17:46,2023-08-04 04:25,-29,No,,495.63,224,B777,3135,66.6,First,No,23kg,47.34,H42,,9
American Airlines,7107,ATL-IST,AMS,FRA,2021-07-24 01:51,2021-07-24 09:28,94,,,154.14,90.0,A320,13486,100,First,YES,1pc,23.93,L43,T4,20
Lufthansa,4941,CDG-JFK,ORD,FRA,2022-05-15 09:49,2022-05-15 15:25,,No,,396.01,266,A350,11659,92.56,Business,Yes,23kg,30.25,V42,T2,8
Emirates,9414,ATL-SIN,LOS,LOS,2023-12-08 08:02,2023-12-08 17:25,21,No,,80.77,148,A380,7822,77.45,Economy,No,1pc,41.87,H21,T4,5
Ethiopian Airlines,881,NBO-ATL,CDG,DXB,2022-02-15 02:55,2022-02-15 10:26,35,No,,251.16,202,A320,4623,100,Economy,No,23kg,8.85,H47,T4,19
Ethiopian Airlines,9127,FRA-DXB,LOS,SIN,2020-08-22 05:06,2020-08-22 08:20,112,No,,53.6,239,A380,12839,100,First,No,20kg,27.47,F18,T3,8
Ethiopian Airlines,1353,JFK-DOH,SIN,ATL,2023-10-08 18:13,2023-10-08 22:27,-6.0,No,,,109,A320,3602,100,Economy,No,20kg,40.09,O50,,14
Qatar Airways,838,DOH-SIN,FRA,CDG,2024-09-05 19:13,2024-09-06 02:53,-56,No,,33.73,201,A320,5654,91.73,Business,No,-,23.83,S25,,17
Emirates,8511,SIN-JFK,JFK,CDG,2020-10-31 04:36,2020-10-31 16:15,74,No,,427.68,107,A320,,100,Business,No,No,39.14,E38,T4,12
KLM,1863,AMS-LOS,LOS,ORD,2020-06-06 04:08,2020-06-06 05:40,-18,No,,486.44,39,A380,13033,100,Business,Yes,20kg,36.76,M1,T4,8
Kenya Airways,8466,CDG-JFK,CDG,DXB,2025-07-19 03:26,2025-07-19 12:05,,No,,184.6,,A320,,100,First,Yes,No,31.69,J43,,20
Singapore Airlines,7061,ATL-NBO,IST,JFK,2024-08-06 13:09,2024-08-06 21:58,0,No,,382.18,103,B777,9980,72.8,Business,Yes,1pc,35.99,C25,,-
British Airways,6866,LHR-JFK,AMS,LOS,2020-02-15 20:25,2020-02-16 03:39,-29,No,,174.01,124,B777,2257,76.03,Economy,No,20kg,42.95,V28,,10
United Airlines,1648,LOS-FRA,LHR,IST,2020-10-16 18:10,2020-10-16 19:31,,No,,452.35,8,A350,8626,85.82,First,Yes,20kg,-,W29,T4,9
United Airlines,7712,JFK-NBO,LAX,LHR,2022-01-04 09:43,2022-01-04 11:20,-18,No,,212.28,283,CRJ900,13661,88.5,First,No,20kg,39.29,M49,T1,7
United Airlines,9413,SIN-DXB,LOS,LAX,2021-05-31 17:03,2021-05-31 21:52,42,No,,507.79,150,A380,6944,81.83,Economy,Yes,20kg,21.19,O8,T4,15
,4251,NBO-LOS,AMS,IST,2023-06-16 16:25,2023-06-16 23:29,18,No,,12.32,198,A350,3495,100,First,Yes,23kg,35.82,A31,T3,9
Turkish Airlines,5923,ATL-DXB,IST,IST,2024-02-17 20:01,2024-02-18 06:23,-12,No,,149,21,A350,2392,71.21,Business,No,No,34.89,F23,T3,5
Singapore Airlines,4275,ATL-LOS,AMS,ATL,2024-02-04 12:41,2024-02-04 20:58,,No,,128.24,52,A350,8323,88.6,Business,Yes,1pc,41.24,Q38,,9
Lufthansa,9693,NBO-AMS,AMS,JFK,2021-10-26 02:09,2021-10-26 07:51,54,No,,390.67,240,A350,11682,76.24,Business,Yes,23kg,18.42,N40,T3,6
Emirates,1439,NBO-IST,NBO,LOS,2023-05-30 23:43,2023-05-31 01:09,25,No,,461.02,80,CRJ900,1096,76.85,Economy,Yes,20kg,40.74,B11,T1,20
American Airlines,8348,DXB-LAX,LAX,IST,2020-07-01 04:10,2020-07-01 08:55,-58,No,,406.13,201,B737,2720,81.99,Economy,Yes,2pc,21.21,Q18,,17
United Airlines,366,NBO-LOS,LHR,LOS,2021-05-26 12:14,2021-05-26 17:50,51,No,,248.2,77,A320,3567,,Business,No,No,53.41,M22,T4,12
Kenya Airways,1966,SIN-ATL,DOH,FRA,2023-03-23 10:17,2023-03-23 21:25,22,No,,209.02,263,A320,1832,86.42,First,Yes,20kg,21.12,V19,T3,12
South African Airways,7683,ATL-IST,LOS,NBO,2020-01-07 16:42,2020-01-07 22:25,,No,,357.74,7,A320,7813,90.94,Economy,Yes,No,18.33,F21,T4,12
Turkish Airlines,3041,SIN-DOH,LOS,AMS,2023-04-27 23:57,,19,No,,507.61,120,B777,4401,82.76,First,No,2pc,27.09,N35,,7
Singapore Airlines,3085,LOS-JFK,ORD,LHR,2022-04-03 22:58,2022-04-04 07:30,-16,No,,886.1,106,,10586,86.91,First,No,1pc,40.48,D14,T1,8
Delta Air Lines,6538,IST-DOH,FRA,SIN,2023-11-14 15:52,2023-11-15 03:50,6,No,,265.12,-,A350,14991,,Economy,Yes,20kg,33.55,I1,T1,20
Singapore Airlines,841,LHR-SIN,SIN,DXB,2022-06-05 05:43,2022-06-05 15:18,47,No,,216.94,159,B777,745,80.85,Business,No,1pc,46.8,Y23,,13
South African Airways,1464,JFK-LOS,FRA,DOH,2023-08-07 05:43,2023-08-07 15:49,-15,No,,414.05,25,B737,2325,85.79,First,No,2pc,27,B27,T4,18
British Airways,6919,ORD-ATL,FRA,NBO,2024-09-22 17:05,2024-09-22 21:16,-2,No,,298.77,263,CRJ900,8796,71.85,Business,No,1pc,25.1,M15,T4,10
Air France,4976,JFK-NBO,LOS,DOH,2025-08-18 08:42,2025-08-18 10:30,6,No,,605.07,145,CRJ900,12383,100,Business,No,2pc,22.66,G6,T4,14
Kenya Airways,5243,ATL-AMS,ORD,ORD,2024-02-21 00:51,2024-02-21 10:22,-30,No,,188.36,255,B777,1416,89.46,Business,No,2pc,24.74,I13,T1,16
British Airways,9720,SIN-LAX,CDG,CDG,2021-04-25 22:29,2021-04-25 23:45,-15,No,,300.23,144,CRJ900,928,100,First,No,23kg,16.03,F50,,13
American Airlines,7554,LAX-DOH,LHR,DXB,2021-08-12 23:48,2021-08-13 03:39,21,No,,525.24,292,A350,6431,97.76,Business,No,2pc,23.51,D36,T4,8
Lufthansa,7471,SIN-JFK,AMS,LHR,2022-07-10 20:08,2022-07-11 00:47,63,No,,411.67,41,CRJ900,247,81.6,Business,No,20kg,17.9,L17,T2,18
Kenya Airways,4442,SIN-NBO,LAX,ATL,2021-11-07 08:57,2021-11-07 12:34,27,No,,582.24,46,CRJ900,12998,100,Business,No,2pc,37.19,V31,T3,6
American Airlines,5692,DXB-AMS,ATL,LHR,2020-06-30 16:49,2020-07-01 01:45,13,No,,262.69,221,B737,10543,88,First,Yes,20kg,44.8,A16,T4,16
Lufthansa,3166,,NBO,LOS,2024-12-04 10:48,2024-12-04 12:33,-18,No,,602.66,122,A320,14178,,Business,No,1pc,32.22,K37,T2,13
American Airlines,3558,LHR-NBO,DOH,CDG,2024-08-11 13:00,2024-08-11 20:12,58,No,,17.23,130,CRJ900,8139,100,Business,Yes,23kg,23.26,A42,,7
