Flight_id,Airline,Flight_Number,Route,Departure_Airport,Arrival_Airport,Departure_Time,Arrival_Time,FlightDuration_minutes,Delay_Minutes,Early_minutes,Late_Minute,Cancelled,Cancellation_Reason,Passenger_Count,Ticket_Price,Aircraft_Type,Distance_km,On_Time_Percent,Class,Loyalty_Member,Baggage_Allowance,Fuel_Surcharge,Gate,Terminal,Crew_Size
142,British Airways,167,LOS - ORD,LOS,ORD,2025-03-07 0:06,2025-03-07 4:50,284,76,0,76,No,,284,582.08,A380,13133,97.19,Economy,No,1pc,28.45,Y24,UNKNOWN,5
143,Singapore Airlines,8718,LAX - JFK,LAX,JFK,2021-09-09 23:53,2021-09-10 4:46,293,-11,11,0,No,,176,117.69,B777,10330,100,First,Yes,2pc,37.86,F29,T3,11
144,Ethiopian Airlines,9451,NBO - LOS,NBO,LOS,2021-04-19 20:31,2021-04-20 3:44,433,0,0,0,No,,142,226.93,B777,6987,100,First,Yes,2pc,36.83,P8,UNKNOWN,4
145,Ethiopian Airlines,3058,IST - LHR,IST,LHR,2023-03-07 17:02,2023-03-08 4:09,667,0,0,0,No,,240,646.89,B777,10595,UNKNOWN,Business,Yes,23kg,21.61,F50,T2,16
146,South African Airways,6922,NBO - LOS,NBO,LOS,2021-05-16 21:58,2021-05-17 6:49,531,26,0,26,No,,286,87.05,B737,5411,95.58,Economy,UNKNOWN,1pc,31.52,A48,UNKNOWN,4
147,KLM,1358,FRA - LAX,FRA,LAX,2024-08-02 19:00,2024-08-02 23:52,292,-36,36,0,No,,227,589.66,A380,2863,90.89,Economy,No,20kg,36.46,L33,UNKNOWN,11
148,Kenya Airways,4133,IST - LHR,IST,LHR,2024-07-05 18:02,2024-07-05 20:54,172,-15,15,0,No,,94,346.43,B737,12088,94.06,Business,No,23kg,20.6,B8,UNKNOWN,7
149,Singapore Airlines,8261,LOS - NBO,LOS,NBO,2020-01-02 18:38,2020-01-03 3:54,556,15,0,15,No,,211,337.78,A380,1303,47.99,First,No,20kg,31.41,R49,T3,16
150,American Airlines,1645,JFK - FRA,JFK,FRA,2025-02-03 20:32,2025-02-04 4:53,501,2,0,2,No,,269,363.90,A380,11574,82.63,First,No,No,UNKNOWN,U7,UNKNOWN,15
151,Kenya Airways,525,IST - FRA,IST,FRA,2024-02-27 1:04,2024-02-27 6:31,327,125,0,125,No,,292,158.87,B777,13917,80.17,Business,Yes,1pc,9.82,O9,UNKNOWN,4
153,Delta Airlines,2098,SIN - AMS,SIN,AMS,2020-12-13 13:27,2020-12-13 20:52,445,-18,18,0,No,,62,424.12,B737,12259,100,Economy,Yes,UNKNOWN,33.11,O30,T2,18
154,Air France,6558,SIN - CDG,SIN,CDG,2023-02-01 17:48,2023-02-02 1:14,446,71,0,71,No,,79,38.54,CRJ900,794,85.67,Business,Yes,1pc,31.07,N42,T1,15
157,Delta Airlines,1837,LHR - LOS,LHR,LOS,2020-06-28 23:12,2020-06-29 10:36,684,-8,8,0,No,,143,476.46,A380,653,100,First,Yes,23kg,-,B21,T4,4
158,American Airlines,5400,LAX - DOH,LAX,DOH,2022-01-18 8:41,2022-01-18 11:01,140,3,0,3,No,,46,375.30,A350,14282,80.28,Economy,No,23kg,21.93,J1,T2,11
159,American Airlines,2619,ORD - LOS,ORD,LOS,2024-10-28 17:11,2024-10-28 20:03,172,-9,9,0,No,,89,33.86,A320,5463,68.85,First,Yes,23kg,34.23,X3,T3,14
160,Delta Airlines,573,ORD - SIN,ORD,SIN,2020-09-01 16:33,2020-09-01 17:34,61,13,0,13,No,,114,243.73,B777,3373,61.68,Business,Yes,No,37.36,T25,UNKNOWN,13
161,United Airlines,1428,DOH - SIN,DOH,SIN,2020-09-23 2:47,2020-09-23 14:28,701,25,0,25,No,,71,170.90,CRJ900,11066,100,Business,No,1pc,27.43,W13,T4,6
162,South African Airways,7640,SIN - NBO,SIN,NBO,2024-02-18 22:04,2024-02-19 2:43,279,57,0,57,No,,261,168.32,A320,1261,92.19,Business,Yes,1pc,15.68,I48,T4,12
163,British Airways,7539,SIN - DXB,SIN,DXB,2024-07-13 1:27,2024-07-13 6:11,284,-7,7,0,No,,200,472.69,A350,7079,79.87,Business,No,23kg,30.51,R50,UNKNOWN,20
164,American Airlines,4512,SIN - CDG,SIN,CDG,2021-01-25 17:23,2021-01-26 0:47,444,0,0,0,No,,94,224.64,A350,525,92.47,Economy,No,23kg,19.42,D3,UNKNOWN,15
165,Turkish Airlines,9835,ATL - AMS,ATL,AMS,2021-02-02 21:33,2021-02-03 5:15,462,55,0,55,No,,178,395.01,A320,6270,100,First,No,2pc,10.16,O45,UNKNOWN,11
166,Emirates,5497,LAX - LOS,LAX,LOS,2024-01-16 15:37,2024-01-16 18:46,189,-50,50,0,No,,296,194.19,A380,11618,95.06,Business,No,20kg,23.83,A28,T3,5
167,Lufthansa,818,LAX - ATL,LAX,ATL,2024-09-04 4:19,2024-09-04 6:11,112,0,0,0,No,,128,281.04,B737,14059,81.57,Business,No,23kg,31.87,R30,T4,10
168,KLM,7523,IST - LHR,IST,LHR,2021-05-28 0:45,2021-05-28 8:40,475,63,0,63,No,,48,522.97,B777,8229,100,Economy,No,23kg,31.5,C47,T2,5
169,AIR FRANCE,9425,LHR - DOH,LHR,DOH,2024-06-27 10:12,2024-06-27 18:30,498,-16,16,0,No,,184,459.77,B737,1217,UNKNOWN,Economy,No,23kg,34.18,J39,T2,4
170,KLM,3563,FRA - AMS,FRA,AMS,2023-08-07 15:27,2023-08-07 19:30,243,0,0,0,No,,174,436.99,B777,10492,62.67,Economy,No,2pc,15.05,K38,T2,13
171,KLM,897,CDG - AMS,CDG,AMS,2021-10-20 0:49,2021-10-20 3:51,182,28,0,28,Yes,,188,34.14,CRJ900,13303,91.08,First,No,No,13.77,O16,T3,13
172,Qatar Airways,4735,FRA - DXB,FRA,DXB,2024-08-02 12:49,2024-08-02 20:29,460,84,0,84,No,,142,404.12,A380,8908,74.17,First,UNKNOWN,23kg,29.97,T42,UNKNOWN,11
173,Delta Airlines,5394,AMS - AMS,AMS,AMS,2021-09-16 22:54,2021-09-17 4:47,353,43,0,43,No,,32,226.38,A380,12528,100,First,Yes,UNKNOWN,45.94,D16,UNKNOWN,11
174,KLM,1009,JFK - CDG,JFK,CDG,2022-08-26 11:15,2022-08-26 16:54,339,56,0,56,No,,276,712.06,UNKNOWN,5147,82.38,Business,No,20kg,30.41,U19,T2,13
175,Kenya Airways,1258,JFK - JFK,JFK,JFK,2023-05-24 15:01,2023-05-25 2:10,669,47,0,47,No,,84,429.85,B737,5705,98.76,First,Yes,No,47.83,X41,T2,19
176,American Airlines,9064,CDG - LOS,CDG,LOS,2025-09-17 20:36,2025-09-18 0:53,257,14,0,14,No,,162,230.51,A380,10377,71.15,First,Yes,23kg,44.49,D4,T4,10
177,British Airways,UNKNOWN,JFK - CDG,JFK,CDG,2025-07-12 2:25,2025-07-12 11:55,570,58,0,58,No,,275,463.30,B737,6218,73.15,Business,Yes,No,35.16,P30,T2,5
178,Delta Airlines,6348,LAX - AMS,LAX,AMS,2023-03-06 4:15,2023-03-06 7:38,203,44,0,44,No,,271,368.16,B737,9010,58.86,Economy,Yes,No,45.74,B12,T3,19
180,Ethiopian Airlines,6634,FRA - ORD,FRA,ORD,2024-05-27 1:15,2024-05-27 5:35,260,-3,3,0,No,,43,522.61,CRJ900,7438,66.31,Business,No,23kg,41.79,D41,T4,12
181,Turkish Airlines,4280,LOS - SIN,LOS,SIN,2023-11-03 17:14,2023-11-03 20:17,183,-54,54,0,No,,133,268.89,A380,7137,82.4,Business,No,20kg,11.16,N34,UNKNOWN,UNKNOWN
182,American Airlines,3016,DXB - ORD,DXB,ORD,2021-01-10 22:43,2021-01-11 2:49,246,56,0,56,No,,1,634.12,A380,9591,88.87,Business,No,1pc,27.63,L48,T3,14
183,South African Airways,4033,FRA - NBO,FRA,NBO,2022-02-09 5:10,2022-02-09 11:35,385,28,0,28,No,,26,325.11,B777,5459,84.95,Business,Yes,20kg,23.06,A16,T2,16
184,Ethiopian Airlines,6635,IST - ORD,IST,ORD,2021-11-29 2:38,2021-11-29 11:21,523,3,0,3,No,,118,637.86,B737,6333,64.53,Business,No,20kg,41.71,Y39,T3,13
185,Turkish Airlines,1561,LAX - LOS,LAX,LOS,2020-07-17 22:07,2020-07-18 4:55,408,5,0,5,No,,177,434.98,B737,9461,91.98,Economy,No,23kg,26.93,T49,T4,10
186,Delta Airlines,436,FRA - JFK,FRA,JFK,2022-11-16 9:29,2022-11-16 21:28,719,117,0,117,No,,205,544.82,A350,14469,91.22,Economy,No,2pc,47.52,T37,T1,UNKNOWN
189,Qatar Airways,6692,DXB - ORD,DXB,ORD,2021-12-15 22:35,2021-12-16 2:01,206,62,0,62,No,,81,324.59,CRJ900,2994,100,First,Yes,1pc,28.15,O4,T4,6
190,British Airways,4768,JFK - LAX,JFK,LAX,2025-01-02 5:16,2025-01-02 8:43,207,106,0,106,No,,258,53.09,A380,7011,100,First,Yes,No,32.69,P45,T1,17
191,American Airlines,2625,LHR - ATL,LHR,ATL,2021-11-15 4:35,2021-11-15 13:43,548,41,0,41,No,,77,121.40,CRJ900,8651,100,Business,Yes,20kg,29.34,V30,UNKNOWN,20
192,Lufthansa,2075,LAX - LOS,LAX,LOS,2020-01-23 8:11,2020-01-23 19:50,699,-35,35,0,No,,220,171.84,B777,1682,98.77,Business,Yes,1pc,25.35,W6,T3,14
193,South African Airways,4991,JFK - ATL,JFK,ATL,2020-08-08 13:37,2020-08-08 23:47,610,93,0,93,No,,243,482.08,B737,3921,68.68,Economy,No,2pc,25.94,D24,T2,5
194,Kenya Airways,8142,AMS - LAX,AMS,LAX,2025-05-14 18:26,2025-05-15 1:03,397,14,0,14,No,,97,320.53,A380,769,100,First,Yes,No,48.21,H46,T1,7
195,Turkish Airlines,5180,NBO - IST,NBO,IST,2021-12-12 7:08,2021-12-12 16:00,532,-28,28,0,Yes,,155,315.08,B777,8693,76.81,Economy,Yes,20kg,25.29,A27,T2,13
196,American Airlines,9987,IST - JFK,IST,JFK,2020-07-28 9:43,2020-07-28 13:13,210,0,0,0,No,,4,566.14,A320,4161,53.21,First,No,1pc,38.49,G42,T2,4
197,Lufthansa,2251,LHR - IST,LHR,IST,2020-04-07 14:19,2020-04-07 22:13,474,48,0,48,No,,157,350.81,A320,7589,74.42,Economy,Yes,2pc,21.72,C5,T2,14
198,South African Airways,5982,AMS - LOS,AMS,LOS,2022-10-23 14:32,2022-10-23 20:29,357,24,0,24,No,,228,399.77,B737,14401,75.68,Business,No,23kg,26.73,F26,T2,19
199,Air France,1674,NBO - LOS,NBO,LOS,2020-08-08 3:30,2020-08-08 14:40,670,28,0,28,No,,296,235.95,A350,3635,84.48,First,No,23kg,19.12,Z10,UNKNOWN,20
200,KLM,6120,DXB - DOH,DXB,DOH,2024-05-16 10:15,2024-05-16 15:37,322,66,0,66,No,,279,579.88,B777,UNKNOWN,89.99,First,No,23kg,-,K13,UNKNOWN,16
201,KLM,8499,DOH - LAX,DOH,LAX,2022-01-09 10:54,2022-01-09 14:17,203,-17,17,0,No,,194,594.88,A350,13000,77.22,Business,Yes,20kg,34.85,K35,UNKNOWN,6
202,Singapore Airlines,3374,LOS - NBO,LOS,NBO,2022-05-15 4:46,2022-05-15 11:31,405,69,0,69,No,,184,342.62,B777,8723,71.27,Economy,Yes,No,36.75,G3,T4,20
203,Kenya Airways,8121,LAX - SIN,LAX,SIN,2025-09-09 10:35,2025-09-09 21:58,683,-5,5,0,No,,226,233.14,A350,11585,87.44,First,Yes,1pc,38.88,O34,T1,17
204,Delta Airlines,7398,LHR - LHR,LHR,LHR,2024-02-17 3:07,2024-02-17 13:38,631,101,0,101,No,,51,26.80,CRJ900,11501,70.62,Business,No,2pc,21.3,H35,T3,10
205,Air France,6458,DOH - JFK,DOH,JFK,2021-10-27 14:39,2021-10-27 15:40,61,38,0,38,No,,218,176.28,A380,4161,46.75,Economy,Yes,No,26.76,M19,T3,17
207,British Airways,4498,IST - LOS,IST,LOS,2021-02-15 1:53,2021-02-15 7:06,313,-66,66,0,No,,299,167.87,A380,9727,88.51,UNKNOWN,Yes,2pc,26.54,R49,UNKNOWN,20
208,Emirates,UNKNOWN,ORD - FRA,ORD,FRA,2024-11-09 4:03,2024-11-09 15:54,711,0,0,0,No,,223,421.39,A350,5230,UNKNOWN,Economy,Yes,No,30.69,A7,T1,10
209,United Airlines,9935,ATL - IST,ATL,IST,2024-11-25 5:27,2024-11-25 13:59,512,47,0,47,No,,71,339.92,B737,1987,87.99,Business,Yes,No,22,C15,T3,16
210,KLM,1578,ORD - NBO,ORD,NBO,2022-01-24 23:11,2022-01-25 2:50,219,8,0,8,No,,99,275.79,CRJ900,12268,88.69,Economy,No,1pc,39.39,B24,T2,9
211,South African Airways,7022,NBO - LHR,NBO,LHR,2024-01-09 11:25,2024-01-09 12:33,68,45,0,45,No,,75,260.17,A320,4065,87.16,Business,Yes,23kg,42.37,C47,T3,20
212,South African Airways,6133,AMS - NBO,AMS,NBO,2023-06-18 16:35,2023-06-18 21:27,292,55,0,55,No,,187,562.55,CRJ900,12732,93.74,UNKNOWN,Yes,1pc,36.59,G47,T2,4
213,Singapore Airlines,3153,LOS - AMS,LOS,AMS,2021-08-14 13:59,2021-08-14 16:37,158,63,0,63,No,,30,35.39,A350,12382,82.66,Economy,No,2pc,19.06,Y39,UNKNOWN,11
214,British Airways,7212,LOS - DOH,LOS,DOH,2020-10-20 1:26,2020-10-20 13:24,718,0,0,0,No,,268,53.65,A380,4487,97.55,Business,Yes,1pc,25.2,UNKNOWN,T1,13
215,Kenya Airways,1622,SIN - LAX,SIN,LAX,2025-08-09 9:18,2025-08-09 12:28,190,72,0,72,No,,88,310.92,B777,9751,83.28,First,Yes,No,27.43,Q13,UNKNOWN,11
216,Kenya Airways,5699,DOH - LOS,DOH,LOS,2023-08-09 0:18,2023-08-09 2:11,113,-32,32,0,No,,274,397.95,B737,3506,100,Business,No,1pc,24.16,UNKNOWN,T3,14
217,Ethiopian Airlines,2640,LAX - NBO,LAX,NBO,2020-06-17 7:17,2020-06-17 18:03,646,11,0,11,No,,149,118.30,A320,6258,75.83,Economy,Yes,23kg,32.05,M33,T4,18
218,Kenya Airways,8215,DOH - IST,DOH,IST,2025-09-23 1:41,2025-09-23 13:05,684,0,0,0,No,,107,313.52,CRJ900,11554,100,First,Yes,2pc,26.58,L37,T3,15
219,Delta Airlines,8696,SIN - JFK,SIN,JFK,2025-06-30 14:39,2025-06-30 22:40,481,7,0,7,No,,224,265.01,A320,1114,68.99,Economy,No,23kg,27.25,Y32,T3,4
221,British Airways,7771,DOH - LAX,DOH,LAX,2023-06-04 21:37,2023-06-05 2:23,286,15,0,15,No,,268,384.91,A320,4934,100,Economy,Yes,20kg,5.18,X11,T4,16
222,United Airlines,7265,CDG - LHR,CDG,LHR,2022-11-20 4:14,2022-11-20 7:05,171,-67,67,0,No,,275,443.63,B737,5893,78.19,UNKNOWN,Yes,23kg,15.65,T38,T1,15
223,American Airlines,1397,IST - JFK,IST,JFK,2020-12-05 11:41,2020-12-05 21:10,569,-12,12,0,No,,89,401.45,B777,5430,100,UNKNOWN,Yes,20kg,33.84,J37,UNKNOWN,15
224,Delta Airlines,7925,ATL - JFK,ATL,JFK,2022-02-11 13:09,2022-02-11 22:01,532,-22,22,0,No,,107,405.86,B777,13908,73.2,First,Yes,1pc,33.38,G40,T4,8
225,Delta Airlines,5021,IST - SIN,IST,SIN,2021-08-18 5:59,2021-08-18 8:37,158,5,0,5,No,,10,313.83,A350,8391,86.96,Economy,Yes,2pc,29.31,H22,UNKNOWN,20
226,Turkish Airlines,2534,AMS - LAX,AMS,LAX,2021-08-13 23:00,2021-08-14 2:32,212,6,0,6,No,,295,370.06,B777,1470,85.63,First,No,20kg,43.3,Z31,T4,17
227,Turkish Airlines,2193,AMS - LOS,AMS,LOS,2024-07-24 4:21,2024-07-24 10:58,397,53,0,53,No,,87,307.21,CRJ900,1865,78.41,Economy,No,2pc,35.1,G6,T1,10
228,KLM,5021,JFK - LAX,JFK,LAX,2023-10-25 19:03,2023-10-25 22:45,222,0,0,0,No,,185,12.47,A320,12747,84.37,Economy,Yes,2pc,45.7,Q11,UNKNOWN,5
229,British Airways,8670,NBO - LHR,NBO,LHR,2023-08-03 17:46,2023-08-04 4:25,639,-29,29,0,No,,224,495.63,B777,3135,66.6,First,No,23kg,47.34,H42,UNKNOWN,9
230,American Airlines,7107,AMS - FRA,AMS,FRA,2021-07-24 1:51,2021-07-24 9:28,457,94,0,94,No,,90,154.14,A320,13486,100,First,YES,1pc,23.93,L43,T4,20
231,Lufthansa,4941,ORD - FRA,ORD,FRA,2022-05-15 9:49,2022-05-15 15:25,336,0,0,0,No,,266,396.01,A350,11659,92.56,Business,Yes,23kg,30.25,V42,T2,8
233,Ethiopian Airlines,881,CDG - DXB,CDG,DXB,2022-02-15 2:55,2022-02-15 10:26,451,35,0,35,No,,202,251.16,A320,4623,100,Economy,No,23kg,8.85,H47,T4,19
234,Ethiopian Airlines,9127,LOS - SIN,LOS,SIN,2020-08-22 5:06,2020-08-22 8:20,194,112,0,112,No,,239,53.60,A380,12839,100,First,No,20kg,27.47,F18,T3,8
236,Qatar Airways,838,FRA - CDG,FRA,CDG,2024-09-05 19:13,2024-09-06 2:53,460,-56,56,0,No,,201,33.73,A320,5654,91.73,Business,No,-,23.83,S25,UNKNOWN,17
237,Emirates,8511,JFK - CDG,JFK,CDG,2020-10-31 4:36,2020-10-31 16:15,699,74,0,74,No,,107,427.68,A320,UNKNOWN,100,Business,No,No,39.14,E38,T4,12
238,KLM,1863,LOS - ORD,LOS,ORD,2020-06-06 4:08,2020-06-06 5:40,92,-18,18,0,No,,39,486.44,A380,13033,100,Business,Yes,20kg,36.76,M1,T4,8
239,Singapore Airlines,7061,IST - JFK,IST,JFK,2024-08-06 13:09,2024-08-06 21:58,529,0,0,0,No,,103,382.18,B777,9980,72.8,Business,Yes,1pc,35.99,C25,UNKNOWN,UNKNOWN
240,British Airways,6866,AMS - LOS,AMS,LOS,2020-02-15 20:25,2020-02-16 3:39,434,-29,29,0,No,,124,174.01,B777,2257,76.03,Economy,No,20kg,42.95,V28,UNKNOWN,10
241,United Airlines,1648,LHR - IST,LHR,IST,2020-10-16 18:10,2020-10-16 19:31,81,0,0,0,No,,8,452.35,A350,8626,85.82,First,Yes,20kg,-,W29,T4,9
242,United Airlines,7712,LAX - LHR,LAX,LHR,2022-01-04 9:43,2022-01-04 11:20,97,-18,18,0,No,,283,212.28,CRJ900,13661,88.5,First,No,20kg,39.29,M49,T1,7
243,United Airlines,9413,LOS - LAX,LOS,LAX,2021-05-31 17:03,2021-05-31 21:52,289,42,0,42,No,,150,507.79,A380,6944,81.83,Economy,Yes,20kg,21.19,O8,T4,15
244,Turkish Airlines,5923,IST - IST,IST,IST,2024-02-17 20:01,2024-02-18 6:23,622,-12,12,0,No,,21,149.00,A350,2392,71.21,Business,No,No,34.89,F23,T3,5
245,Singapore Airlines,4275,AMS - ATL,AMS,ATL,2024-02-04 12:41,2024-02-04 20:58,497,0,0,0,No,,52,128.24,A350,8323,88.6,Business,Yes,1pc,41.24,Q38,UNKNOWN,9
246,Lufthansa,9693,AMS - JFK,AMS,JFK,2021-10-26 2:09,2021-10-26 7:51,342,54,0,54,No,,240,390.67,A350,11682,76.24,Business,Yes,23kg,18.42,N40,T3,6
247,Emirates,1439,NBO - LOS,NBO,LOS,2023-05-30 23:43,2023-05-31 1:09,86,25,0,25,No,,80,461.02,CRJ900,1096,76.85,Economy,Yes,20kg,40.74,B11,T1,20
248,American Airlines,8348,LAX - IST,LAX,IST,2020-07-01 4:10,2020-07-01 8:55,285,-58,58,0,No,,201,406.13,B737,2720,81.99,Economy,Yes,2pc,21.21,Q18,UNKNOWN,17
249,United Airlines,366,LHR - LOS,LHR,LOS,2021-05-26 12:14,2021-05-26 17:50,336,51,0,51,No,,77,248.20,A320,3567,UNKNOWN,Business,No,No,53.41,M22,T4,12
250,Kenya Airways,1966,DOH - FRA,DOH,FRA,2023-03-23 10:17,2023-03-23 21:25,668,22,0,22,No,,263,209.02,A320,1832,86.42,First,Yes,20kg,21.12,V19,T3,12
251,South African Airways,7683,LOS - NBO,LOS,NBO,2020-01-07 16:42,2020-01-07 22:25,343,0,0,0,No,,7,357.74,A320,7813,90.94,Economy,Yes,No,18.33,F21,T4,12
252,Singapore Airlines,3085,ORD - LHR,ORD,LHR,2022-04-03 22:58,2022-04-04 7:30,512,-16,16,0,No,,106,886.10,UNKNOWN,10586,86.91,First,No,1pc,40.48,D14,T1,8
253,Singapore Airlines,841,SIN - DXB,SIN,DXB,2022-06-05 5:43,2022-06-05 15:18,575,47,0,47,No,,159,216.94,B777,745,80.85,Business,No,1pc,46.8,Y23,UNKNOWN,13
254,South African Airways,1464,FRA - DOH,FRA,DOH,2023-08-07 5:43,2023-08-07 15:49,606,-15,15,0,No,,25,414.05,B737,2325,85.79,First,No,2pc,27,B27,T4,18
255,British Airways,6919,FRA - NBO,FRA,NBO,2024-09-22 17:05,2024-09-22 21:16,251,-2,2,0,No,,263,298.77,CRJ900,8796,71.85,Business,No,1pc,25.1,M15,T4,10
256,Air France,4976,LOS - DOH,LOS,DOH,2025-08-18 8:42,2025-08-18 10:30,108,6,0,6,No,,145,605.07,CRJ900,12383,100,Business,No,2pc,22.66,G6,T4,14
257,Kenya Airways,5243,ORD - ORD,ORD,ORD,2024-02-21 0:51,2024-02-21 10:22,571,-30,30,0,No,,255,188.36,B777,1416,89.46,Business,No,2pc,24.74,I13,T1,16
258,British Airways,9720,CDG - CDG,CDG,CDG,2021-04-25 22:29,2021-04-25 23:45,76,-15,15,0,No,,144,300.23,CRJ900,928,100,First,No,23kg,16.03,F50,UNKNOWN,13
259,American Airlines,7554,LHR - DXB,LHR,DXB,2021-08-12 23:48,2021-08-13 3:39,231,21,0,21,No,,292,525.24,A350,6431,97.76,Business,No,2pc,23.51,D36,T4,8
260,Lufthansa,7471,AMS - LHR,AMS,LHR,2022-07-10 20:08,2022-07-11 0:47,279,63,0,63,No,,41,411.67,CRJ900,247,81.6,Business,No,20kg,17.9,L17,T2,18
261,Kenya Airways,4442,LAX - ATL,LAX,ATL,2021-11-07 8:57,2021-11-07 12:34,217,27,0,27,No,,46,582.24,CRJ900,12998,100,Business,No,2pc,37.19,V31,T3,6
262,American Airlines,5692,ATL - LHR,ATL,LHR,2020-06-30 16:49,2020-07-01 1:45,536,13,0,13,No,,221,262.69,B737,10543,88,First,Yes,20kg,44.8,A16,T4,16
263,Lufthansa,3166,NBO - LOS,NBO,LOS,2024-12-04 10:48,2024-12-04 12:33,105,-18,18,0,No,,122,602.66,A320,14178,UNKNOWN,Business,No,1pc,32.22,K37,T2,13
264,American Airlines,3558,DOH - CDG,DOH,CDG,2024-08-11 13:00,2024-08-11 20:12,432,58,0,58,No,,130,17.23,CRJ900,8139,100,Business,Yes,23kg,23.26,A42,UNKNOWN,7
266,Ethiopian Airlines,1381,IST - JFK,IST,JFK,2022-09-01 8:04,2022-09-01 10:42,158,-13,13,0,No,,17,605.81,B737,4007,100,Business,No,23kg,29.61,A34,UNKNOWN,UNKNOWN
267,Air France,4348,LHR - ORD,LHR,ORD,2020-06-04 18:53,2020-06-05 0:32,339,37,0,37,No,,48,534.16,B737,5061,71.97,Economy,Yes,UNKNOWN,20.55,Z7,T2,16
268,Qatar Airways,1842,FRA - JFK,FRA,JFK,2024-12-19 23:26,2024-12-20 6:14,408,-17,17,0,No,,31,369.89,A350,4685,88.99,Economy,Yes,20kg,21.24,D46,T3,13
269,Qatar Airways,7207,FRA - LHR,FRA,LHR,2024-01-21 7:55,2024-01-21 17:11,556,0,0,0,No,,50,348.59,CRJ900,3605,96.48,Economy,Yes,1pc,37.26,M6,T4,6
270,United Airlines,8855,FRA - NBO,FRA,NBO,2024-04-11 7:14,2024-04-11 13:15,361,10,0,10,No,,198,84.40,CRJ900,3601,82.44,First,No,23kg,29.8,J23,UNKNOWN,12
271,Kenya Airways,393,LAX - LHR,LAX,LHR,2024-07-08 3:38,2024-07-08 7:38,240,-4,4,0,No,,210,344.63,A380,4784,78.49,First,No,1pc,39.27,Q23,T3,6
272,Kenya Airways,195,FRA - IST,FRA,IST,2021-05-04 3:02,2021-05-04 14:08,666,120,0,120,No,,120,622.32,A380,11336,86.18,First,Yes,23kg,21.41,B29,UNKNOWN,14
273,Emirates,6570,NBO - LOS,NBO,LOS,2020-06-25 17:14,2020-06-25 19:52,158,36,0,36,No,,192,361.33,A380,7001,100,Business,No,1pc,UNKNOWN,T35,UNKNOWN,7
274,Turkish Airlines,2913,ORD - LHR,ORD,LHR,2021-07-31 8:06,2021-07-31 13:18,312,70,0,70,No,,73,147.46,B737,10842,85.65,UNKNOWN,Yes,2pc,29.97,Q22,UNKNOWN,4
275,American Airlines,7917,LAX - LOS,LAX,LOS,2020-07-31 21:19,2020-08-01 0:59,220,11,0,11,No,,268,521.43,A320,14725,85.3,Economy,Yes,23kg,9.84,P16,T3,4
276,Emirates,7639,CDG - FRA,CDG,FRA,2025-01-22 17:02,2025-01-22 22:17,315,-8,8,0,No,,140,287.25,B777,12443,79.04,First,No,23kg,44.7,M19,UNKNOWN,11
277,Air France,9961,NBO - DXB,NBO,DXB,2025-09-28 19:29,2025-09-28 22:36,187,8,0,8,No,,162,769.54,B737,3608,UNKNOWN,Economy,No,No,28.11,N38,T1,4
278,Air France,8074,NBO - ORD,NBO,ORD,2021-12-31 18:04,2021-12-31 19:21,77,-27,27,0,No,,156,469.46,A320,4224,81.15,First,No,1pc,29.95,S11,T1,9
279,Qatar Airways,5061,FRA - ATL,FRA,ATL,2023-06-08 11:41,2023-06-08 22:06,625,-35,35,0,No,,37,222.30,B777,12071,100,Business,Yes,2pc,20.38,R33,T3,12
280,Turkish Airlines,6010,LOS - DXB,LOS,DXB,2021-01-07 11:23,2021-01-07 21:52,629,76,0,76,No,,148,362.91,B777,6207,72.2,First,Yes,2pc,48.49,T41,UNKNOWN,16
281,Kenya Airways,6571,DXB - ATL,DXB,ATL,2024-11-04 22:04,2024-11-05 4:26,382,20,0,20,No,,1,357.32,A350,6722,77.72,Economy,Yes,2pc,23.08,W28,T2,UNKNOWN
282,Ethiopian Airlines,1535,FRA - SIN,FRA,SIN,2024-12-03 15:20,2024-12-03 21:07,347,5,0,5,No,,169,357.89,A380,1409,89.55,First,Yes,20kg,23.11,UNKNOWN,T2,12
283,Turkish Airlines,2149,AMS - NBO,AMS,NBO,2025-01-21 2:33,2025-01-21 14:11,698,47,0,47,No,,232,791.60,A320,11838,89.02,Economy,No,No,23.02,E26,T1,4
285,Turkish Airlines,UNKNOWN,AMS - AMS,AMS,AMS,2025-04-08 8:25,2025-04-08 17:34,549,-42,42,0,No,,77,343.53,CRJ900,10658,100,Economy,No,1pc,37.03,C32,T3,15
286,Turkish Airlines,3226,ATL - LHR,ATL,LHR,2020-09-11 17:07,2020-09-12 0:32,445,28,0,28,No,,83,197.43,B777,3136,100,UNKNOWN,No,No,31.6,F29,T4,8
287,South African Airways,360,DXB - AMS,DXB,AMS,2025-08-04 9:17,2025-08-04 16:49,452,60,0,60,No,,180,255.38,CRJ900,13384,100,Economy,No,No,29.94,S46,T1,5
288,Qatar Airways,3183,ORD - FRA,ORD,FRA,2024-12-18 9:45,2024-12-18 14:50,305,0,0,0,No,,38,207.74,A380,9166,100,Business,No,20kg,16.33,N31,T3,17
289,KLM,539,LAX - CDG,LAX,CDG,2024-10-22 2:22,2024-10-22 6:17,235,65,0,65,No,,53,696.03,CRJ900,11078,72.88,Economy,No,23kg,41.83,Z9,T1,20
